"age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb"
53,"50-59","Bachelor",16,3,40,"Junior college or more","4+ to 10 hours",5,"Female",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",2,"NAP","NOT TOO HAPPY",97,"$40000 TO 49999","ROUTINE","$40000 TO 49999",7,2,"SEPARATED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",8,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
46,"40-49","Bachelor",16,-1,44,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",3,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","NAP","$22500 TO 24999",12,98,"DIVORCED","YES","DOLE","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA
51,"50-59","Bachelor",16,3,-1,"Junior college or more","4+ to 10 hours",8,"Female",40,"Not applicable",3,"Yes","Yes","Yes","Yes",5,"PRETTY HAPPY","PRETTY HAPPY",16,"NAP","EXCITING","$75000 TO $89999",97,0,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",5,"BACHELOR","WORKING FULLTIME","VOTED","KEEPING HOUSE","LIBRA",82500,-2,16,16,40,NA,"Yes","No",0,1
39,"30-39","Bachelor",16,0.666666666666667,45,"Junior college or more","1+ to  4 hours",1.66666666666667,"Male",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"REFUSED","EXCITING","$35000 TO 39999",12,97,"SEPARATED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",37500,-1,NA,NA,NA,NA,NA,NA,NA,NA
34,"30-39","Bachelor",16,2,28,"Junior college or more","1+ to  4 hours",2.75,"Female",45,"Not applicable",3,"Yes","Yes","Yes","Yes",0.75,"VERY HAPPY","VERY HAPPY",16,"$30000 TO 34999","NAP","$110000 OR OVER",16,15,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","WORKING PARTTIME","PISCES",110000,32500,16,16,45,28,"Yes","No",0,1
35,"30-39","Bachelor",16,1,44,"Junior college or more","1+ to  4 hours",2,"Female",40,"Yahoo",-1,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","VERY HAPPY",16,"$30000 TO 34999","EXCITING","$60000 TO 74999",12,12,"MARRIED","NAP","NAP","DK","MOD. SATISFIED",2,"BACHELOR","WORKING FULLTIME","INELIGIBLE","WORKING FULLTIME","SAGITTARIUS",67500,32500,16,16,40,44,"Yes","Yes",1,1
87,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",16,"NAP","ROUTINE","$60000 TO 74999",98,98,"MARRIED","NAP","DOLE","NAP","NAP",1,"BACHELOR","OTHER","VOTED","RETIRED","VIRGO",67500,-2,16,16,NA,NA,"No","No",0,0
56,"50-59","Bachelor",16,-1,58,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",2,"Yes","No answer","No","No",-1,"NAP","VERY HAPPY",97,"$40000 TO 49999","EXCITING","$75000 TO $89999",9,10,"DIVORCED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",82500,45000,NA,NA,NA,NA,NA,NA,NA,NA
31,"30-39","Bachelor",16,3,40,"Junior college or more","4+ to 10 hours",8,"Female",-1,"Lycos",1,"Yes","Yes","Yes","Yes",5,"NAP","NA",97,"$22500 TO 24999","NAP","$22500 TO 24999",12,6,"NEVER MARRIED","YES","PEROT","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA
31,"30-39","Bachelor",18,4,18,"Junior college or more","4+ to 10 hours",6,"Female",-1,"Infoseek",0,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$3 000 TO 3 999","NAP","$12500 TO 14999",14,14,"NEVER MARRIED","YES","PEROT","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING PARTTIME","PISCES",13750,3500,NA,NA,NA,NA,NA,NA,NA,NA
53,"50-59","Bachelor",16,5,50,"Junior college or more","More than 10",45,"Male",-1,"Webcrawler",-1,"Yes","Yes","Yes","Yes",40,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","ROUTINE","$40000 TO 49999",12,10,"SEPARATED","NAP","DOLE","STOP WORKING","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
71,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$17500 TO 19999",13,6,"WIDOWED","YES","DOLE","NAP","MOD. SATISFIED",4,"NAP","NAP","VOTED","KEEPING HOUSE","PISCES",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA
86,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",14,"NAP","ROUTINE","$40000 TO 49999",14,8,"MARRIED","YES","DOLE","NAP","NAP",4,"HIGH SCHOOL","OTHER","VOTED","RETIRED","LEO",45000,-2,14,16,NA,NA,"No","No",0,0
25,"18-29","Bachelor",16,0.0166666666666667,37,"Junior college or more","1+ to  4 hours",1.01666666666667,"Male",-1,"Yahoo",0,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$6 000 TO 6 999","NAP","$22500 TO 24999",14,16,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","GEMINI",23750,6500,NA,NA,NA,NA,NA,NA,NA,NA
55,"50-59","Bachelor",16,0.5,40,"Junior college or more","One hour or less",0.5,"Female",70,"Not applicable",2,"Yes","Yes","Yes","No",0,"PRETTY HAPPY","PRETTY HAPPY",12,"$30000 TO 34999","EXCITING","$60000 TO 74999",7,5,"MARRIED","DK","CLINTON","CONTINUE WORKING","VERY SATISFIED",6,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LIBRA",67500,32500,12,16,70,40,"Yes","Yes",1,1
61,"60-89","Bachelor",16,-1,70,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$60000 TO 74999","NAP","$60000 TO 74999",98,16,"SEPARATED","YES","CLINTON","NAP","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
55,"50-59","Bachelor",16,1,45,"Junior college or more","One hour or less",1,"Female",-1,"Not applicable",1,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","EXCITING","$30000 TO 34999",8,10,"NEVER MARRIED","YES","CLINTON","STOP WORKING","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","TAURUS",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
42,"40-49","Bachelor",16,20,40,"Junior college or more","More than 10",40,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",20,"NAP","PRETTY HAPPY",97,"$50000 TO 59999","ROUTINE","$50000 TO 59999",6,6,"NEVER MARRIED","NAP","NAP","STOP WORKING","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",55000,55000,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Bachelor",16,1,40,"Junior college or more","1+ to  4 hours",3,"Female",60,"Not applicable",1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","PRETTY HAPPY",19,"$35000 TO 39999","EXCITING","$90000 - $109999",16,17,"MARRIED","YES","CLINTON","STOP WORKING","MOD. SATISFIED",4,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","TAURUS",1e+05,37500,19,16,60,40,"Yes","Yes",1,1
40,"40-49","Bachelor",16,4,40,"Junior college or more","4+ to 10 hours",9,"Male",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",5,"VERY HAPPY","PRETTY HAPPY",16,"$25000 TO 29999","EXCITING","$25000 TO 29999",16,16,"MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",3,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","GEMINI",27500,27500,16,16,40,NA,"Yes","No",0,1
42,"40-49","Bachelor",16,0,-1,"Junior college or more","One hour or less",0.166666666666667,"Female",50,"Not applicable",-1,"Yes","No","Yes","Yes",0.166666666666667,"VERY HAPPY","VERY HAPPY",18,"NAP","ROUTINE","$90000 - $109999",12,12,"MARRIED","NAP","PEROT","NAP","VERY SATISFIED",1,"GRADUATE","WORKING FULLTIME","VOTED","KEEPING HOUSE","CANCER",1e+05,-2,18,16,50,NA,"Yes","No",0,1
27,"18-29","Bachelor",16,-1,51,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","ROUTINE","$35000 TO 39999",8,97,"NEVER MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA
54,"50-59","Bachelor",16,0.5,89,"Junior college or more","One hour or less",1,"Male",40,"Not applicable",3,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","VERY HAPPY",14,"$50000 TO 59999","NAP","$60000 TO 74999",12,8,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SCORPIO",67500,55000,16,14,89,40,"Yes","Yes",1,1
26,"18-29","Bachelor",16,3,42,"Junior college or more","4+ to 10 hours",10,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",7,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","$22500 TO 24999",18,16,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA
75,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",16,"NAP","NAP","$10000 TO 12499",11,12,"MARRIED","YES","CLINTON","NAP","NAP",7,"BACHELOR","RETIRED","VOTED","RETIRED","SAGITTARIUS",11250,-2,16,16,NA,NA,"No","No",0,0
25,"18-29","Bachelor",17,-1,50,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$6 000 TO 6 999","EXCITING","$12500 TO 14999",16,14,"NEVER MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",13750,6500,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","Bachelor",15,1.5,32,"Junior college or more","4+ to 10 hours",6.5,"Female",40,"Yahoo",-1,"Yes","Yes","Yes","Yes",5,"PRETTY HAPPY","PRETTY HAPPY",20,"$5 000 TO 5 999","EXCITING","$40000 TO 49999",15,16,"MARRIED","NAP","DONT KNOW","CONTINUE WORKING","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","WORKING PARTTIME","AQUARIUS",45000,5500,20,15,40,32,"Yes","No",0,1
51,"50-59","Bachelor",17,0.166666666666667,50,"Junior college or more","One hour or less",0.333333333333333,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.166666666666667,"VERY HAPPY","VERY HAPPY",16,"$50000 TO 59999","EXCITING","$90000 - $109999",17,6,"MARRIED","NAP","DOLE","STOP WORKING","VERY SATISFIED",2,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","PISCES",1e+05,55000,17,16,50,NA,"Yes","No",0,1
65,"60-89","Bachelor",16,0.5,-1,"Junior college or more","One hour or less",0.5,"Male",-1,"Not applicable",2,"Yes","Yes","Yes","No",0,"VERY HAPPY","PRETTY HAPPY",16,"NAP","ROUTINE","$75000 TO $89999",8,97,"MARRIED","YES","CLINTON","NAP","NAP",4,"BACHELOR","KEEPING HOUSE","VOTED","RETIRED","VIRGO",82500,-2,16,16,NA,NA,"No","No",0,0
24,"18-29","Bachelor",16,10,60,"Junior college or more","More than 10",13,"Male",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","NAP","REFUSED",16,16,"NEVER MARRIED","YES","PEROT","NAP","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",-1,32500,NA,NA,NA,NA,NA,NA,NA,NA
40,"40-49","Bachelor",18,-1,50,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No answer","No","No",-1,"NAP","VERY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",8,8,"NEVER MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
58,"50-59","Bachelor",16,2,33,"Junior college or more","1+ to  4 hours",2.08333333333333,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.0833333333333333,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","ROUTINE","$15000 TO 17499",16,16,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",16250,16250,NA,NA,NA,NA,NA,NA,NA,NA
72,"60-89","Bachelor",16,10,-1,"Junior college or more","More than 10",16,"Male",-1,"Java",4,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","PRETTY HAPPY",18,"$40000 TO 49999","ROUTINE","$50000 TO 59999",99,99,"MARRIED","YES","CLINTON","NAP","NAP",3,"GRADUATE","KEEPING HOUSE","VOTED","RETIRED","LEO",55000,45000,16,18,NA,NA,"No","No",0,0
60,"60-89","Bachelor",18,4,50,"Junior college or more","4+ to 10 hours",6,"Female",55,"Yahoo",-1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","PRETTY HAPPY",20,"$30000 TO 34999","ROUTINE","$60000 TO 74999",11,12,"MARRIED","NAP","DOLE","STOP WORKING","VERY SATISFIED",2,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",67500,32500,20,18,55,50,"Yes","Yes",1,1
35,"30-39","Bachelor",16,0,-1,"Junior college or more","1+ to  4 hours",1.5,"Female",40,"WWW.IRS.COM",-1,"Yes","No","Yes","Yes",1.5,"VERY HAPPY","PRETTY HAPPY",16,"$35000 TO 39999","EXCITING","$60000 TO 74999",13,20,"MARRIED","NAP","PEROT","CONTINUE WORKING","VERY SATISFIED",2,"BACHELOR","WORKING FULLTIME","VOTED","TEMP NOT WORKING","TAURUS",67500,37500,16,16,40,NA,"Yes","No",0,1
50,"50-59","Bachelor",17,10,40,"Junior college or more","More than 10",15,"Male",-1,"Not applicable",3,"Yes","Yes","Yes","Yes",5,"NAP","NOT TOO HAPPY",97,"$60000 TO 74999","ROUTINE","$60000 TO 74999",12,10,"DIVORCED","YES","CLINTON","STOP WORKING","VERY DISSATISFIED",7,"NAP","NAP","VOTED","WORKING FULLTIME","PISCES",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","Bachelor",16,4,45,"Junior college or more","4+ to 10 hours",6,"Female",-1,"SHERLOCK",1,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$40000 TO 49999","NAP","$60000 TO 74999",16,20,"DIVORCED","DK","CLINTON","NAP","VERY SATISFIED",7,"NAP","NAP","VOTED","WORKING FULLTIME","PISCES",67500,45000,NA,NA,NA,NA,NA,NA,NA,NA
70,"60-89","Bachelor",17,-1,-1,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"$75000 - $89999","NAP","$110000 OR OVER",0,0,"MARRIED","NO","NAP","NAP","NAP",0,"HIGH SCHOOL","RETIRED","DID NOT VOTE","RETIRED","CAPRICORN",110000,82500,17,12,NA,NA,"No","No",0,0
44,"40-49","Bachelor",16,6,20,"Junior college or more","More than 10",12,"Female",-1,"Yahoo",3,"Yes","Yes","Yes","Yes",6,"NAP","VERY HAPPY",97,"$1 000 TO 2 999","NAP","$35000 TO 39999",11,13,"NEVER MARRIED","YES","DOLE","NAP","VERY SATISFIED",5,"NAP","NAP","VOTED","WORKING PARTTIME","GEMINI",37500,2000,NA,NA,NA,NA,NA,NA,NA,NA
26,"18-29","Bachelor",14,2,-1,"Junior college or more","4+ to 10 hours",7,"Female",40,"IWon",3,"Yes","Yes","Yes","Yes",5,"PRETTY HAPPY","PRETTY HAPPY",17,"$5 000 TO 5 999","NAP","$50000 TO 59999",16,12,"MARRIED","YES","NAP","NAP","NAP",2,"BACHELOR","WORKING FULLTIME","DID NOT VOTE","OTHER","TAURUS",55000,5500,17,14,40,NA,"Yes","No",0,1
36,"30-39","Bachelor",16,0.5,50,"Junior college or more","4+ to 10 hours",6.5,"Female",40,"Excite",0,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","VERY HAPPY",15,"$30000 TO 34999","ROUTINE","$75000 TO $89999",16,14,"MARRIED","NO","DOLE","STOP WORKING","MOD. SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","AQUARIUS",82500,32500,15,16,40,50,"Yes","Yes",1,1
41,"40-49","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","NA",14,16,"NEVER MARRIED","DK","PEROT","NAP","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",-2,45000,NA,NA,NA,NA,NA,NA,NA,NA
50,"50-59","Bachelor",16,-1,56,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$35000 TO 39999","NAP","$35000 TO 39999",12,13,"SEPARATED","YES","DOLE","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","Bachelor",16,-1,35,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",12,20,"NEVER MARRIED","DK","CLINTON","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","CANCER",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","Bachelor",17,10,40,"Junior college or more","More than 10",12,"Female",-1,"Altavista",1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$50000 TO 59999","EXCITING","$50000 TO 59999",97,12,"DIVORCED","DK","CLINTON","STOP WORKING","VERY DISSATISFIED",5,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",55000,55000,NA,NA,NA,NA,NA,NA,NA,NA
49,"40-49","Bachelor",20,8,45,"Junior college or more","4+ to 10 hours",10,"Female",50,"Yahoo",-1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",20,"$75000 - $89999","EXCITING","$110000 OR OVER",12,12,"MARRIED","NAP","CLINTON","STOP WORKING","MOD. SATISFIED",3,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",110000,82500,20,20,50,45,"Yes","Yes",1,1
30,"30-39","Bachelor",16,2,45,"Junior college or more","1+ to  4 hours",2,"Female",40,"Not applicable",3,"Yes","Yes","Yes","No",0,"VERY HAPPY","VERY HAPPY",18,"$30000 TO 34999","NAP","$60000 TO 74999",12,9,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",3,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","PISCES",67500,32500,18,16,40,45,"Yes","Yes",1,1
49,"40-49","Bachelor",16,10,65,"Junior college or more","More than 10",20,"Female",82,"AOL",2,"Yes","Yes","Yes","Yes",10,"PRETTY HAPPY","PRETTY HAPPY",16,"$75000 - $89999","NAP","$75000 TO $89999",10,20,"MARRIED","DK","DOLE","NAP","MOD. SATISFIED",2,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",82500,82500,16,16,82,65,"Yes","Yes",1,1
36,"30-39","Bachelor",16,1,52,"Junior college or more","1+ to  4 hours",1.5,"Male",20,"Not applicable",1,"Yes","Yes","Yes","Yes",0.5,"PRETTY HAPPY","PRETTY HAPPY",99,"$50000 TO 59999","NAP","$60000 TO 74999",18,12,"MARRIED","YES","PEROT","NAP","VERY SATISFIED",2,"LT HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","PISCES",67500,55000,16,NA,52,20,"Yes","No",0,1
41,"40-49","Bachelor",17,4,55,"Junior college or more","More than 10",34,"Male",-1,"Yahoo",99,"Yes","Yes","Yes","Yes",30,"NAP","VERY HAPPY",97,"$35000 TO 39999","EXCITING","$40000 TO 49999",12,12,"NEVER MARRIED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",45000,37500,NA,NA,NA,NA,NA,NA,NA,NA
60,"60-89","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","NAP","$30000 TO 34999",12,6,"DIVORCED","DK","NAP","NAP","VERY SATISFIED",0,"NAP","NAP","NA","WORKING FULLTIME","SCORPIO",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
23,"18-29","Bachelor",16,2,-1,"Junior college or more","1+ to  4 hours",2.5,"Male",-1,"Yahoo",99,"Yes","Yes","Yes","Yes",0.5,"NAP","VERY HAPPY",97,"NAP","EXCITING","DK",13,16,"NEVER MARRIED","YES","DOLE","NAP","NAP",0,"NAP","NAP","VOTED","SCHOOL","PISCES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
56,"50-59","Bachelor",16,2,40,"Junior college or more","1+ to  4 hours",2.5,"Female",30,"Yahoo",5,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","VERY HAPPY",19,"$35000 TO 39999","EXCITING","$110000 OR OVER",10,16,"MARRIED","YES","DOLE","STOP WORKING","MOD. SATISFIED",1,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","LIBRA",110000,37500,19,16,30,40,"Yes","Yes",1,1
87,"60-89","Bachelor",17,2,-1,"Junior college or more","1+ to  4 hours",2,"Female",-1,"Not applicable",3,"Yes","Yes","Yes","No",0,"NAP","VERY HAPPY",97,"NAP","DK","REFUSED",14,12,"WIDOWED","YES","DONT KNOW","NAP","NAP",5,"NAP","NAP","VOTED","RETIRED","TAURUS",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","Bachelor",16,8,60,"Junior college or more","More than 10",24,"Male",45,"Yahoo",4,"Yes","Yes","Yes","Yes",16,"PRETTY HAPPY","PRETTY HAPPY",16,"$35000 TO 39999","NAP","$75000 TO $89999",15,98,"MARRIED","YES","CLINTON","NAP","A LITTLE DISSAT",4,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",82500,37500,16,16,60,45,"Yes","Yes",1,1
29,"18-29","Bachelor",16,40,40,"Junior college or more","More than 10",40,"Female",40,"Not applicable",-1,"Yes","Yes","Yes","No",0,"VERY HAPPY","VERY HAPPY",14,"REFUSED","EXCITING","REFUSED",6,12,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",2,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",-1,-1,14,16,40,40,"Yes","Yes",1,1
26,"18-29","Bachelor",18,15,60,"Junior college or more","More than 10",18,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",18,12,"NEVER MARRIED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",1,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","TAURUS",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
48,"40-49","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",3,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$25000 TO 29999","NAP","$50000 TO 59999",6,12,"NEVER MARRIED","YES","PEROT","NAP","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",55000,27500,NA,NA,NA,NA,NA,NA,NA,NA
59,"50-59","Bachelor",16,2,-1,"Junior college or more","4+ to 10 hours",6,"Female",50,"Yahoo",1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",16,"NAP","EXCITING","$110000 OR OVER",16,16,"MARRIED","NO","DOLE","NAP","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","KEEPING HOUSE","CAPRICORN",110000,-2,16,16,50,NA,"Yes","No",0,1
46,"40-49","Bachelor",16,7,48,"Junior college or more","4+ to 10 hours",8,"Female",-1,"Lycos",3,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","$90000 - $109999",16,12,"SEPARATED","YES","DOLE","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",1e+05,45000,NA,NA,NA,NA,NA,NA,NA,NA
32,"30-39","Bachelor",16,0.333333333333333,45,"Junior college or more","One hour or less",0.333333333333333,"Female",50,"Not applicable",1,"Yes","Yes","Yes","No",0,"VERY HAPPY","PRETTY HAPPY",18,"$50000 TO 59999","NAP","$90000 - $109999",14,16,"MARRIED","YES","NAP","NAP","VERY SATISFIED",2,"GRADUATE","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",1e+05,55000,18,16,50,45,"Yes","Yes",1,1
27,"18-29","Bachelor",16,3,45,"Junior college or more","4+ to 10 hours",6,"Male",40,"Don't know",3,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","VERY HAPPY",16,"$40000 TO 49999","ROUTINE","$60000 TO 74999",14,16,"MARRIED","YES","DOLE","STOP WORKING","VERY SATISFIED",3,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",67500,45000,16,16,45,40,"Yes","Yes",1,1
